id,辞書ページ,見出し語,かな1,かな2,かな3,アクセント型,品詞,文語などの種別,補足,意味 1.,意味 2.,意味 3.,意味 4.,意味 5.,備考
13696,576,'ugaNcumi=ju]N,ぅうがんちゅみゆん,,,⓪,"他=raN,=ti",文,,"承る。かしこまる。承知する。'ugaNcumijabiti.[拝留めやべて]かしこまりました。?NN,'ugaNcumitoosa.ああ,わかっているよ。口語で冗談に言う。",,,,,
13697,576,'ugaNduusa(])N,ぅうがんどぅーさん,,,⓪,形,,,"久しくお会いしない。御無沙汰をしている。miiduusaNの敬語。'ugaNduusaibiiSiga ?waacimiSeebiitii.久しくお目にかかりませんが,お元気でいらっしゃいましたか。",,,,,
13698,577,'ugaNgutu,ぅうがんぐとぅ,,,⓪,名,,,"1.miimuN（見もの）の敬語。また,migutu（見事）の敬語。お見事な行事。ご立派な催し。貴人の催しものなどをいう。","2.皮肉に,嘲笑の対象にもいう。",,,,
13699,577,'ugaNzu,ぅうがんじゅ,,,⓪,名,,,"[拝所]神を拝むところ。?utaki[御岳],?ugaN,また,神を拝むために,屋敷の中にしつらえた場所など。",,,,,
13700,577,'ugari,ぅうがり,,,⓪,名,,,飢え。,,,,,
13701,577,'ugari=juN,ぅうがりゆん,ぅうがりいん,,⓪,"他=raN,=ti",,,1.飢える。かつえる。,2.（比喩的に）飢える。ziN～.金に飢える。,,,,
13702,577,'ugarimuN,ぅうがりむん,,,⓪,名,,,飢えた者。,,,,,
13703,577,'uimi,ぅういみ,,,⓪,名,,,'ujumiと同じ。,,,,,
13704,577,'uizu,ぅういじゅ,,,①,名,,,居所。居場所。,,,,,
13705,577,'ujumi,ぅうゆみ,,,⓪,名,,,"神仏に関する四季折折の祝日。'uimiともいう。4月の?abusibaree,6月25日の新米の?umaCii,8月10日（kasiciiを作る）,8月15日（hucagiを作る）,11月のtuNzii,大みそかなど。",,,,,
13706,577,'ukasjaN,ぅうかさん,,ぅうかしゃん,⓪,形,,,おかしい。こっけいである。'ukasjadu ?uhusaru.こっけい至極だ。大笑いだ。,,,,,
13707,577,'unaga,ぅうなが,,,⓪,名,,,翁長。«地»参照。,,,,,
13708,577,'unai,ぅうない,,,①,名,,,"[をなり]男の兄弟から見た姉妹。兄に対する妹。または,弟に対する姉。'wikiiに対する。宗教的には,男の兄弟に対する守護神であり,また一家の中で,宗教的な任務をになう者である。上流家庭のそれは?uminaiという。また,王の娘は?uminaibiという。",,,,,
13709,577,'unaigami,ぅうないがみ,,,①,名,,,"wikii（姉または妹から見た,兄または弟）に対する守護神としての'unai。'unaiは'wikiiの守護神としての霊力をそなえているとされた。'wikiiが旅に出る時には,その'unaiの霊がその守護神となる。お守りとして手ぬぐいを持たせるのが普通で,それを?uminaitisaziという。",,,,,
13710,577,'unaigeei,ぅうないげーい,,,①,名,,,"姉妹を交換すること。すなわち,ふたりの男が互いに相手の姉または妹を妻とすること。",,,,,
13711,577,'unaisitu,ぅうないしとぅ,,,①,名,,,"小じゅうと。すなわち,夫の'unai。'unaisitoo saasinuQkwa.小じゅうとは鍵のようなもの。すなわち家庭を円満にするさしわたし役となる。",,,,,
13712,577,'unai?ukudi,ぅうないうくでぃ,,,①,名,,,女神をまつる?ukudi（その項参照）。一門中の女の神をつかさどる女の神官。,,,,,
13713,577,'unaiwikii,ぅうないうぃきー,,,⓪,名,,,"'unaiと'wikii。兄と妹,または姉と弟。",,,,,
13714,577,'unaiwikii,ぅうないうぃきー,,,①,名,,,兄弟姉妹。'wikiiと'unai。,,,,,
13715,577,'unazara,ぅうなじゃら,,,⓪,名,古,[女按司],1.〔古〕?azi[按司]の妻。,2.王の妻妾。,3.奥様。上流の他人の妻に対する敬称。直接その本人に対しては言わない。,,,
13716,577,'unazara?usirabi,ぅうなじゃらうしらび,,,⓪,名,,,王の妾選び。,,,,,
13717,577,'uN,ぅうん,,,⓪,名,,,恩。?uNともいう。～nu ?aru Qcu.恩のある人。恩人。,,,,,
13718,577,'uN,ぅうん,,,①,自･不規則,,,1.いる。おる。（人間･動物などが）存在する。'Nkasi sjuinakai …Ndi ?juru Qcunu 'uibiitaN.むかし首里に…という人がいました（こういう時にも?aN（ある）は用いない）。kumanakai 'utoori.ここにずっといろ。'uru ?uQsa.いる者みんな。,2.（…して）いる。'judi～.読んでいるぞ。'judooN（読んでいる）をぶっきらぼうに言ったもの。'judee 'uraN.読んでいない。'judooNの否定の形。hasirunu ?acee 'uraN.戸があいていない。,,,,
13719,577,'uNcumii,ぅうんちゅみー,,,⓪,名,,,下男。,,,,,
13720,577,'uNcuu,ぅうんちゅー,,,⓪,名,,,"1.叔父。叔父さん。父母の弟,または父母の妹の夫。士族･平民についていう。伯父は?uhutaariiという。叔父が何人かいる場合には?uhuuNcuu（自分と年の大きく違う叔父）,'uNcuu,'uNcuugwaa（自分と年の近い叔父）などと呼び分ける。",2.おじさん。自分の父より年下の男をいう。,,,,
13721,578,'uNcuugwaa,ぅうんちゅーぐゎー,,,⓪,名,,,小さい叔父さん。自分と年の近い叔父をいう。,,,,,
13722,578,'uNgeesi,ぅうんげーし,,,⓪,名,,,恩返し。?uNgeesiともいう。,,,,,
13723,578,'uNna,ぅうんな,,,①,名,文,,"女。口語は'winagu。～?NmaritiN ziri siraN munuja kuridu 'jununakanu ziguku demunu.[女生れても 義理知らぬものや これど世の中の 地獄だいもの（執心鐘入）]女に生まれても義理を知らぬ者は,これこそ現世の地獄である。",,,,,
13724,578,'uNzi,ぅうんじ,,,⓪,名,,,"恩義。～kaNzuN.恩義をこうむる。～'waSiririba 'jaminu 'junu kumici.'wadudu sukunajuru ?ajumigurisja.[恩義忘れれば 闇の夜の小路 我胴どそこなゆる 歩みぐれしや]恩義を忘れればやみ夜の小道と同じ,自分をそこなうばかりであゆみにくい。～boocaku nasakiciri 'jakara.[恩義忘却 情切れやから（大川敵討）]恩義を忘却した情のなくなったやから。",,,,,
13725,578,'uNzoo,ぅうんじょー,,,⓪,名,,,荻堂。«地»参照。,,,,,
13726,578,'uQtii,ぅうってぃー,,,⓪,名,,,1.おととい。一昨日。,2.前前日。?unu～.その前前日。,,,,
13727,578,'usama=juN,ぅうさまゆん,ぅうさまいん,,⓪,"自=raN,=ti",,,治まる。平静に復する。騒ぎや混乱が静まる。やむ。kwazinu～.火事が治まる。?ooeenu～.けんかが治まる。,,,,,
13728,578,'usamigata,ぅうさみがた,,,⓪,名,,,治め方。統御。統制。～nu tudukaN.統御がゆき届かない。～nu neeN.ともいう。,,,,,
13729,578,'usami=juN,ぅうさみゆん,ぅうさみいん,,⓪,"他=raN,=ti",,,"治める。統治する。また,騒ぎなどを治める。また,子弟などをよくしつけ,服させる。?anu 'jaaja Qkwanucaa 'juu 'usamitooN.あの家は子供たちをよくしつけている。",,,,,
13730,578,'utai,ぅうたい,,,①,名,,,疲れ。疲労。,,,,,
13731,578,'uta=juN,ぅうたゆん,ぅうたいん,,①,"自=raN,=ti",,,"くたびれる。疲れる。主として,仕事のあとなどの一時的な肉体的疲労をいう。過労で体が弱るような疲労はkutaNdijuN,精神的な疲労はCikarijuNという。",,,,,
13732,578,-u]ti,-うてぃ,,,,助,,,"で。おもに動作の行なわれる場所を,ときにその時間を示す。＜'uti（いて。＜'uN）。?jaaja kuma～tabaku hucoori 'joo.おまえはここでたばこを吸っていろよ。meekaniti～.前もって。",,,,,
13733,578,-uto]oti,-うとおてぃ,,,,助,,,で。において。にあって。kaagigwaaja mura～hjoobaNmunoo 'waN 'jaSiga.容貌は村で評判者はわたしであるが。,,,,,
13734,578,'utu,ぅうとぅ,,,①,名,,,"夫。～mucuN.夫を持つ。とつぐ。上流の女についてはこういわない。また,男からはtuzi mucuN（妻を持つ）とはいわず,tuzi tumeejuNまたはtuzi kameejuNという。",,,,,
13735,578,'utubiree,ぅうとぅびれー,,,①,名,,,夫への接し方。夫への仕え方。,,,,,
13736,578,'utuku,ぅうとぅく,,,⓪,名,文,,1.〔文〕男。口語は'wikiga。～?NmaritiN kui siranu munuja…[男生れても 恋知らぬ者や（執心鐘入）]男と生まれながら恋を知らない者は…。,"2.男の中の男。daNzuga,?jaa～'jasa.まったくおまえは男の中の男だよ。",,,,
13737,578,'utusitu,ぅうとぅしとぅ,,,①,名,,,夫と姑。～hwirajuN.夫やしゅうとめに仕える。,,,,,
13738,578,'uu,ぅうー,,,⓪,名,,,"芭蕉。糸芭蕉。実芭蕉はnaiuuという。葉柄から繊維をとり,芭蕉布を織る。",,,,,
13739,578,'uu,ぅうー,,,①,名,,,緒。結ぶためなどに物にとりつけたひも。,,,,,
13740,578,'uu-,ぅうー-,,,,接頭,,,雄。牡。'uudui（雄鶏）など。,,,,,
13741,578,'uu?ata]i,ぅうーあたい,,,⓪,名,,,芭蕉畑。,,,,,
13742,578,'uu?ata]ku,ぅうーあたく,,,⓪,名,,,青がえる。芭蕉の葉などによくいるのでいう。,,,,,
13743,578,'uuba]ara,ぅうーばあら,,,⓪,名,,,芭蕉糸を績（う）んで入れる竹のかご。haaraは竹で編んだかご。,,,,,
13744,579,'uubari=juN,ぅうーばりゆん,ぅうーばりいん,,①,"自=raN,=ti",,,雨が小やみになる。少し晴れる意。'uubariraa ?ikee.少しやんだら行け。,,,,,
13745,579,'uubee,ぅうーべー,,,⓪,名,,,植物名。からむし（苧麻）。,,,,,
13746,579,'uubuciki,ぅうーぶちき,,,⓪,名,,,芭蕉の糸くず。hucikiは繊維などのくず。,,,,,
13747,579,'uudui,ぅうーどぅい,,,⓪、①,名,,,雄鶏（おんどり）。,,,,,
13748,579,'uugaara,ぅうーがーら,,,⓪,名,,,"雄がわら。本かわらぶきの丸がわら。竹筒を二つ割りにした形のかわら。雌がわら（miigaara）と組み合わせて雌がわらの上にうつぶせにふき,しっくいで固める。",,,,,
13749,579,'uuga]asja,ぅうーがあさ,,ぅうーがあしゃ,⓪,名,,,芭蕉の葉。kaasjaは広い葉。'uunuhwaaともいう。,,,,,
13750,579,'uuguci,ぅうーぐち,,,⓪,名,,,"おごけ（麻小笥）。おけ（麻笥）。まんばち。績（う）んだ麻糸をためるおけ。薄い杉板を円形に曲げて作る。のちには女の身の回りの調度品を入れる器に,さらにのちには食べ物を入れる器にも用いられるようになった。",,,,,
13751,579,'uuhuu,ぅうーふー,,,⓪,感,,,"さあ。では。目上に対して誘いかける時発する語。鼻音化しない。diQkaa saiともいう。目下の年長に対しては'oohoo（鼻音化する）,目下一般に対しては'iihii（鼻音化する）という。～?icabira.さあ,まいりましょう。",,,,,
13752,579,'uui,ぅうーい,,,⓪,名、接尾,,,1.折。ころ。時期。caaru～ni.どんな時に。,"2.（接尾）折。ころ。時期。'juubaNuui（夕飯の時分,晩飯時）,taciuui（婚期,とつぐ時期）など。",,,,
13753,579,'uui,ぅうーい,,,⓪,名,,,折。折箱。折づめ用の箱。,,,,,
13754,579,'uuiN=cuN,ぅうーいんちゅん,,,①,"他=kaN,=ci",,,ゆり動かして入れる。ゆすぶって入れる。'wata～.腹ごなしをする。食べたものを腹にゆすぶり込む意。,,,,,
13755,579,'uuiwaQ]kwa=sjuN,ぅうーいわっくゎすん,,ぅうーいわっくゎしゅん,①,"他=saN,=ci",,,ゆり動かしてばらばらにする。ゆすぶってこわす。,,,,,
13756,579,'uu=juN,ぅうーゆん,ぅうーいん,,⓪,"他=raN,=ti",,,折る。kiinu 'juda～.木の枝を折る。tii～.手をくじく。,,,,,
13757,579,'uu=juN,ぅうーゆん,ぅうーいん,,①,"他=raN,=ti",,,ゆする。ゆすぶる。ゆり動かす。,,,,,
13758,579,'uuki,ぅうーき,,,⓪,名、接尾,,,1.桶。,"2.（接尾）桶に一杯･二杯などと数える時にいう。cuuuki,tauukiなど。",,,,
13759,579,'uukigwaa,ぅうーきぐゎー,,,⓪,名,,,小さい桶。,,,,,
13760,579,'uukijuujaa,ぅうーきゆーやー,,,⓪,名,,,桶作り。桶を作ることを業とする者。,,,,,
13761,579,'uumunaa,ぅうーむなー,,,⓪,名,,,雄。動物の雄。'uumuNともいう。miimunaaの対。,,,,,
13762,579,'uumuN,ぅうーむん,,,①,名,,,雄。動物の雄。'uumunaaともいう。miimuNの対。,,,,,
13763,579,'uunuhwa]a,ぅうーぬふぁあ,,,⓪,名,,,芭蕉の葉。弁当など食物を包むのに用いた。少し火にあぶると柔らかく包みやすくなる。'uugaasjaともいう。,,,,,
13764,579,'uuN,ぅうーん,,,⓪,名,,,"おの。大きく,柄の長い両手で扱うものをいう。",,,,,
13765,579,'uuNna,ぅうーんな,,,⓪,名,,,雄綱。綱引きの時の一方の綱。miiNna（雌綱）に対する。Cinahwiciの項参照。,,,,,
13766,579,'uuri=juN,ぅうーりゆん,ぅうーりいん,,⓪,"自=raN,=ti",,,1.折れる。,2.我を折る。折れて出る。,,,,
13767,579,'uurito]ori,ぅうーりとおり,,,⓪,副,,,"平身低頭。ぺこぺこ。卑屈な態度で頼むさま。折れ倒れの意。'jucanumuNnu～Qsi,miitooN neeraN.年配の者が平身低頭して,みっともない。",,,,,
13768,579,'uusa,ぅうーさ,,,⓪,名,,,機織りの器具の名。おさ（筬）を上下からはさんでそのわくとなるもの。おさかまち。おさの目の細かい部分のことはhuduciという。,,,,,
13769,579,'uu?usi,ぅうーうし,,,⓪、①,名,,,雄牛。闘牛用として特に尊重される。,,,,,
13770,579,'uuu]u,ぅうーーう,,,⓪,感,,,"いいえ。目上に対して,否定または拒絶の意をあらわす語。鼻音化しない。目下の年長に対しては'oooo（鼻音化する）,目下一般に対しては'iiii（鼻音化する）という。",,,,,
13771,579,'uu?waa,ぅうーっわー,,,①,名,,,雄豚。種豚。,,,,,
13772,580,'uu?waakarajaa,ぅうーっわーからやー,,,⓪,名,,,豚の種付けを業とする者。雄豚を飼う者の意。能無しの代表とされる。,,,,,
13773,580,'uuwinagu,ぅうーうぃなぐ,,,①,名,,,男のような女。雄女の意でさげすんでいう語。,,,,,
13774,580,'uuzi,ぅうーじ,,,⓪,名,,,甘蔗。砂糖きび。｢をぎ（荻）｣に対応する語か。saataauuzi（製糖用の砂糖きび）とkwasiuuzi（霊前に供える菓子となる砂糖きび）とがある。,,,,,
13775,580,'uuzigara,ぅうーじがら,,,⓪,名,,,砂糖きびのから。砂糖きびのしぼりかす。,,,,,
13776,580,'uuzijukumi,ぅうーじゆくみ,,,⓪,名,,,甘蔗栽培の監視官。,,,,,
13777,580,'uuzi=juN,ぅうーじゆん,ぅうーじいん,,①,"自=raN,=ti",,,応じる。mibuNni 'uuziti See.身分に応じてしろ。,,,,,
13778,580,'uuZiru,ぅうーじる,,ぅうーじる,⓪,名,,,"雄弦。三味線（saNsiN）の一の糸。一番太く,一番低い音を出すもの。nakaZiru（二の糸）,miiZiru（三の糸）に対する。",,,,,
13779,580,'uu=zuN,ぅうーじゅん,,,⓪,"他=gan,=zi",,,あなどる。軽んじる。Qcu～.人をあなどる。'uugaQtooN.軽んじられている。,,,,,
13780,580,'uu=zuN,ぅうーじゅん,,,①,"他=gaN,=zi",,,ゆすぐ。すすぐ。ゆり動かして洗う。,,,,,
13781,580,'uzasaa,ぅうじゃさー,,,⓪,名,,,"おじ（伯叔父）。関係をあらわす語で,呼びかけには言わない。～natooN.おじに当たっている。",,,,,
13782,580,'uzihuzi,ぅうじふじ,,,⓪,名,,,"従祖父母。祖父母の兄弟姉妹。関係をあらわす語で,呼びかけには言わない。",,,,,
13783,580,'uzihuzi?N]mee,ぅうじふじっんめー,,,⓪,名,,,従祖母（おおおば）。士族についていう語。,,,,,
13784,580,'uzihuzitaN]mee,ぅうじふじたんめー,,,⓪,名,,,従祖父（おおおじ）。士族についていう語。,,,,,
13785,580,'uzimi,ぅうじみ,,,⓪,名,,,大宜味。«地»参照。,,,,,
13786,581,?waa,っわー,,,⓪,名,,,豚。,,,,,
13787,581,?waaba,っわーば,,,①,名,,,余分。必要のない余計なもの。,,,,,
13788,581,?waabagutu,っわーばぐとぅ,,,①,名,,,余計な事。しなくてもよい事。～sjuN.余計な事をする。～'junuN.余計な事をしゃべる。,,,,,
13789,581,?waabaku]joo,っわーばくよー,,,⓪,名,,,豚の売買･周旋をする者。,,,,,
13790,581,?waabamuN,っわーばむん,,,⓪、①,名,,,余計者。,,,,,
13791,581,?waabasiwa,っわーばしわ,,,①,名,,,余計な心配。とりこし苦労。～bikeei sjuN.とりこし苦労ばかりする。,,,,,
13792,581,?waaba?umii,っわーばうみー,,,①,名,,,余計な心配。とりこし苦労。,,,,,
13793,581,?waabaZikee,っわーばじけー,,っわーばじけー,①,名,,,1.むだづかい。余計な出費。,2.予算外に使う金。小遣い。,,,,
13794,581,?waabi,っわーび,,,①,名,,,うわべ。表面。外見。,,,,,
13795,581,?waabibiree,っわーびびれー,,,⓪,名,,,うわべだけの交際。,,,,,
13796,581,?waabicuraa,っわーびちゅらー,,,⓪,名,,,"表面がきれいなもの。うわべを美しく飾る者。外見をつくろうもの。～ga ?ucikuNzoo.表面は美しくて,内心は根性の悪い者。",,,,,
13797,581,?waabigaa,っわーびがー,,,⓪,名,,,表面の皮。外皮。表皮。,,,,,
13798,581,?waabinaNduruu,っわーびなんどぅるー,,,⓪,名,,,表面がつるつるしてなめらかなこと。,,,,,
13799,581,?waabiSiNdi,っわーびしんでぃ,,,⓪,名,,,表皮がただれること。,,,,,
13800,581,?waabooii,っわーぼーいー,,,⓪,名,,,"着物の上から,さらに一枚を羽織って着ること。冬の女の服装。",,,,,
13801,581,?waacaa,っわーちゃー,,,①,名,,,"しゃれ者。おしゃれ。また,気取りや。主として男についていう。",,,,,
13802,581,?waaci,っわーち,,,①,名,,,"おしゃれ。容貌や服装をかざること。主として男のおしゃれをいう。また,気取ること。なま意気。浮気の転意。～sjuN.おしゃれをする。～na muN.気取り屋。なま意気な者。",,,,,
13803,581,?waaCici,っわーちち,,っわーつぃち,①,名,,,"天気。上っ気の意。tiNciともいう。'ii?waaCici deebiru.よい天気でございます。'jana?waaCici 'jaibiiN 'jaa.お天気が悪いですねえ。ともに,あいさつにいう。",,,,,
13804,581,?waaCikijaa,っわーちきやー,,っわーつぃきやー,⓪,名,,,種豚業者。,,,,,
13805,581,?waacimiSe]eN,っわーちみせえん,,,⓪,自･不規則,,?aQcuNの敬語。,1.お歩きになる。,"2.お元気でいらっしゃる。達者でいらっしゃる。?waacimiSeebiitii.お元気でいらっしゃいましたか。目上に対するあいさつのことば（歩いている人に限って言うのではない）。同様に,目下には?aQcutii.（達者だったか）という。?aQcuN（歩く）の項参照。",,,,
13806,581,?waaCire]e,っわーちれえ,,っわーつぃれえ,⓪,名,,,おあつらえ。あつらえ（?aCiree）の敬語。,,,,,
13807,581,?waagaci,っわーがち,,,⓪,名,,,上書き。書状などの表書き。,,,,,
13808,581,?waagami,っわーがみ,,,⓪,名,,,おあがめ。神仏をあがめ尊ぶこと。＜?agamijuN（あがめる）。,,,,,
13809,581,?waagi=juN,っわーぎゆん,っわーぎいん,,①,"他=raN,=ti",,,追い散らす。追っぱらう。平民の多く使う語。普通は?uujuN（追う）という。,,,,,
13810,581,?waagwaa,っわーぐゎー,,,⓪,名,,,小豚。子豚。,,,,,
13811,581,?waagwaamaci,っわーぐゎーまち,,,⓪,名,,,子豚市。子豚を取り引きする市。～nu gutooN.子豚の市のようだ。子供が大勢騒いでやかましいさまをいう。,,,,,
13812,581,?waagwaaniNzi,っわーぐゎーにんじ,,,⓪,名,,,ざこ寝。子豚が入り乱れて寝ているのに似ているのでいう。,,,,,
13813,581,?waahugujaa,っわーふぐやー,,,⓪,名,,,豚の去勢を業とする者。huguiはふぐり。?waanu hugui tuibira.（豚のふぐりをとりましょう）と呼ばわって歩いた。,,,,,
13814,581,?waahwa,っわーふぁ,,,①,名,,,数量･金額などの余分。端数。,,,,,
13815,581,?waahwizi,っわーふぃじ,,,①,名,,,口ひげ。口の上に生えたひげ。sicahwizi（あごひげ）に対する。,,,,,
13816,582,?waa=juN,っわーゆん,っわーいん,,①*,"自=raN,=ti",,,陰茎が勃起する。?waarijuNともいう。,,,,,
13817,582,?waajuu,っわーゆー,,,①,名,,,重湯。おかゆの上湯。正確には?ukeenu～という。,,,,,
13818,582,?waakarajaa,っわーからやー,,,⓪,名,,,養豚業者。豚飼い。,,,,,
13819,582,?waanai,っわーない,,,①,名,,「うはなり」に対応する。,1.後妻。あと入り。,"2.転じて,しっと。やきもち。ねたみ。そねみ。男女間のしっともいうが多くは子供同志･兄弟間などのそれをいう。母が兄を抱くと,弟が～sjuN（ねたむ）のようにいう。男女関係に関するしっとにはおもにriNciという。",,,,
13820,582,?waanaikwa]anai,っわーないくゎあない,,,⓪,名,,,"ねたみそねむこと。さかんにねたみ,争うこと。～sjuN.",,,,,
13821,582,?waanee,っわーねー,,,①,名,,,?waanaiと同じ。,,,,,
13822,582,?waanii,っわーにー,,,⓪,名,,,上荷。上積みの荷。sicanii（下荷）の対。,,,,,
13823,582,?waanui,っわーぬい,,,⓪,名,,,上塗り。sicanui（下塗り）をした上にさらに塗ること。～sjuN.,,,,,
13824,582,?waanuka]mi,っわーぬかみ,,,⓪,名,,,"きたならしい者。また,きたない者にふれる子供を叱る時などにいう語。?waa（豚）はきたないものの代表。-kamiはkamii（係り）の意か。maCidaduN～.松田道之（琉球処分官）への陰口。明治の中ごろ,豚を飼っていた松田という鹿児島人がいたので,松田道之の陰口として誤用されたもの。",,,,,
13825,582,?waaNbee,っわーんべー,,,⓪,名,,,御按配。御加減。,,,,,
13826,582,?waaNde]e,っわーんでえ,,,⓪,名,,＜'waNdajuN。,1.お仕えすること。御奉仕。?uja～simisjooci.親を大事になさって。,2.祖先を大事に祭ること。,,,,
13827,582,?waaNSe]eN,っわーんせえん,,,①,連詞･不規則,,,"でおありになる。でいらっしゃる。'jaN（である）の敬語。?ujaNSeeN,?weNSeeNともいう。",,,,,
13828,582,?waara,っわーら,,,①,名,,,"上の方。かみの方。部落などの低い方に対して,上の方。",,,,,
13829,582,?waa=rijuN,っわーりゆん,,,①,"他=riraN,=Qti",,,1.?uurarijuN（?uujuNの受身）と同じ。追われる。追いかけられる。sigutuni ?waaQtooN.仕事に追われている。,2.?waajuNと同じ。,,,,
13830,582,?waaSiba,っわーしば,,,①,名,,,上くちびる。,,,,,
13831,582,?waasjaa,っわーさー,,っわーしゃー,⓪,名,,,"屠殺業者。主として豚を屠殺する者をいう。牛を屠殺する者を特にさす場合は,?usi?waasjaaという。",,,,,
13832,582,?waasjaajaa,っわーさーやー,,っわーしゃーやー,⓪,名,,,肉屋の小屋。,,,,,
13833,582,?waasjaamaci,っわーさーまち,,っわーしゃーまち,⓪,名,,,肉市。豚肉が主である。,,,,,
13834,582,?waa=sjuN,っわーすん,,っわーしゅん,①,"他=saN,=ci",,,"1.成長させる。育て上げる。大きくする。?acineemuN～.商品をふやして,店を大きくする。hudu～.たけをのばす。（2.の意があるため,hudu～のほかは余り用いない）。",2.陰茎を勃起させる。,,,,
13835,582,?waa=sjuN,っわーすん,,っわーしゅん,①,"他=saN,=ci",,,"追加する。次次に加える。natooru ?uQsa 'watacooti,nukuee ?waasjusa.できているだけ渡しておいて,残りは次次に加えるよ。",,,,,
13836,582,?waata]masi,っわーたまし,,,⓪,名,,,"お引っ越し。御転宅。貴人の引っ越しの敬語。'watamasiのさらに上の敬語。tuNcinu～nu basjoo 'waNniN 'juSirijabitaN.お宅のお引っ越しの際は,わたしも参上いたしました。",,,,,
13837,582,?waatu?oojaa,っわーとぅおーやー,,,⓪,名,,,かなへび。とかげに似た爬虫類の動物。豚と戦う者の意。kooreegusjukweeともいう。,,,,,
13838,582,?waa?uci,っわーうち,,,①,名,,,1.汁に入れる葉野菜。汁に浮く野菜。上に浮く意か。,"2.上置き。形式的な,または大して役に立たない添え物。",,,,
13839,582,?waa?waa,っわーっわー,,,⓪,名,,,豚の小児語。,,,,,
13840,582,?waaZee,っわーじぇー,,っわーぜー,①,名,,,悪知恵。悪がしこい才。,,,,,
13841,582,?waaZeetubaa,っわーじぇーとぅばー,,っわーぜーとぅばー,⓪,名,,,悪知恵の働く者。悪がしこい者。,,,,,
13842,582,?waazi,っわーじ,,,①,名,,,晴れ着。よそ行きの着物。もとは上着の意でsicazi（下着）の対であったろう。?iQsoocijaa（不断着）の対。,,,,,
13843,582,?weeda,っうぇーだ,,,⓪、①,名,,,1.間。sjuikara naahwa（madi）nu～nakai ?ikuCi muranu ?aga.首里から那覇までの間に幾つ村があるか。,2.間。期間。…までの間。…までの期間。?acanu～.あしたまでの間。'waaga tuti cuuru～maQcoori 'joo.わたしが取って来るまで待ってろよ。?unu～caa sjootaga.その期間どうしていたか。saNzikara 'juzimadinu～nakai kuu 'joo.3時から4時までの間に来いよ。,,,,
13844,583,?weeda,っうぇーだ,,,⓪*,名,,,親田。«地»参照。,,,,,
13845,583,?weedai,っうぇーだい,,,⓪,名,,,"[公事]御内裏奉公。王城の勤務。宮仕え。転じて,官職。公職。",,,,,
13846,583,?weedaibaNsi,っうぇーだいばんし,,,⓪,名,,,お役所仕事のような仕事ぶり。うわべだけを整えておくこと。-haNsiは一時しのぎの意。,,,,,
13847,583,?weedainiN,っうぇーだいにん,,,⓪,名,,,宮仕えの人。役人。,,,,,
13848,583,?weedaiugaN,っうぇーだいうがん,,,⓪,名,,,官職を拝命すること。仕官。任官。'ugaNは拝み。,,,,,
13849,583,?weeda?we]eda,っうぇーだっうぇえだ,,,①,名,,,間間に。合間合間に。hanasinu～nakai ?uta ?irijuN.話の合間合間に歌を入れる。,,,,,
13850,583,?weedumai,っうぇーどぅまい,,,⓪,名,,,親泊。«地»参照。,,,,,
13851,583,?weegaa,っうぇーがー,,,⓪,名,,,親川。«地»参照。,,,,,
13852,583,?weegasa,っうぇーがさ,,,⓪,名,,,"悪性の腫れ物の名。背の上,肩の後ろの辺にできる癰（よう）。劇痛を伴い,非常に恐れられている。",,,,,
13853,583,?weeguni,っうぇーぐに,,,⓪,名,,,"[親国]御国。位の高い国を敬っていう語。首里以外のいなか,山原（'jaNbaru）などからは,首里を敬ってsjui?weeguni[首里親国]といった。",,,,,
13854,583,?weejumi,っうぇーゆみ,,,⓪,名,,,お嫁さん。他家の嫁の敬称。,,,,,
13855,583,?weeka,っうぇーか,,,⓪,名,,,親戚。親類。姻戚をもいう。～sjuN.親戚づきあいをする。,,,,,
13856,583,?weekaharo]ozi,っうぇーかはろおじ,,,⓪,名,,,一族一門。親類縁者。親戚全部。-harooziという形は首里では単独には用いられない。,,,,,
13857,583,?weekaNcu,っうぇーかんちゅ,,,⓪,名,,,役人。領地を持つ人。?weekazi（その領地）から穀物を取得する。,,,,,
13858,583,?weekata,っうぇーかた,,,⓪,名,古,,[親方]位階の名。按司（?azi）に次ぐ位階で総地頭の家柄。,,,,,
13859,583,?weeka?weeka,っうぇーかっうぇーか,,,⓪,感,,,"よその犬にあった時,かみつかれないように唱えるまじないの文句。この家の親戚だといってなだめる意。",,,,,
13860,583,?weekazi,っうぇーかじ,,,⓪,名,古,,[おえか地]地頭（zituu）その他の役人に賜わった地。領地。知行。采地。その土地からの収入はsakutukuという。,,,,,
13861,583,?weeki,っうぇーき,,,⓪,名,,,富。たくさんの財産。～nu ?ukami.福の神。～sjuN.富をなす。富を作る。,,,,,
13862,583,?weekii,っうぇーきー,,,⓪,名,,,金持ち。財産家。,,,,,
13863,583,?weeki]Ncu,っうぇーきんちゅ,,,⓪,名,,,金持ち。財産家。?weekiiともいう。,,,,,
13864,583,?weekiNcuu,っうぇーきんちゅー,,,⓪,名,,,金持ち。?weekiNcuを軽蔑的にいう語。,,,,,
13865,583,?weeku,っうぇーく,,,⓪,名,,,?eeku（櫂）と同じ。,,,,,
